,i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural,total,under_4,frac_under_4,under_9,frac_under_9
6232,6233,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6233,6234,2000,Peten,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1.945910149,0,7,0,0.0,0,0.0
6234,6235,2000,Peten,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289,0,3,0,0.0,0,0.0
6235,6236,2000,Peten,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
6236,6237,2000,Peten,3,0,0,1,0,0,0,0,1,0,2,1,1,1,2.302585093,0,10,3,0.3,4,0.4
6237,6238,2000,Peten,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
6238,6239,2000,Peten,0,1,0,0,1,1,2,0,0,0,0,1,1,0,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
6239,6240,2000,Peten,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,3,0.6
6240,6241,2000,Peten,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6241,6242,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6242,6243,2000,Peten,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1.609437912,0,5,1,0.2,1,0.2
6243,6244,2000,Peten,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1.791759469,0,6,0,0.0,4,0.6666666666666666
6244,6245,2000,Peten,1,1,2,1,1,0,0,0,0,2,0,1,0,0,2.197224577,0,9,2,0.2222222222222222,5,0.5555555555555556
6245,6246,2000,Peten,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6246,6247,2000,Peten,0,1,0,1,0,0,1,0,0,2,0,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
6247,6248,2000,Peten,0,2,1,0,1,2,0,1,0,1,0,1,0,1,2.302585093,0,10,2,0.2,3,0.3
6248,6249,2000,Peten,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
6249,6250,2000,Peten,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.098612289,0,3,0,0.0,0,0.0
6250,6251,2000,Peten,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6270,6271,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0,2,0,0.0,0,0.0
6271,6272,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0.0,0,0.0
6272,6273,2000,Nororiente,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1.609437912,0,5,1,0.2,2,0.4
6273,6274,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
6274,6275,2000,Nororiente,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
6275,6276,2000,Nororiente,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1.386294361,0,4,0,0.0,1,0.25
6276,6277,2000,Nororiente,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1.386294361,0,4,1,0.25,2,0.5
6277,6278,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0
6278,6279,2000,Nororiente,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361,0,4,0,0.0,1,0.25
6279,6280,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0
6280,6281,2000,Nororiente,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6281,6282,2000,Nororiente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6282,6283,2000,Nororiente,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6283,6284,2000,Nororiente,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.386294361,0,4,0,0.0,1,0.25
6284,6285,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806,0,2,0,0.0,0,0.0
6285,6286,2000,Nororiente,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.609437912,0,5,1,0.2,2,0.4
6286,6287,2000,Nororiente,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
6287,6288,2000,Nororiente,0,0,0,1,0,1,2,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,1,0.16666666666666666
6288,6289,2000,Nororiente,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
6289,6290,2000,Nororiente,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1.791759469,0,6,0,0.0,0,0.0
6290,6291,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6291,6292,2000,Nororiente,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
6292,6293,2000,Nororiente,1,0,2,0,1,0,0,0,1,1,0,1,0,0,1.945910149,0,7,1,0.14285714285714285,3,0.42857142857142855
6293,6294,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6294,6295,2000,Nororiente,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0,5,1,0.2,3,0.6
6295,6296,2000,Nororiente,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6296,6297,2000,Nororiente,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.098612289,0,3,0,0.0,0,0.0
6297,6298,2000,Nororiente,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6298,6299,2000,Nororiente,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
6299,6300,2000,Nororiente,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289,0,3,0,0.0,0,0.0
6300,6301,2000,Nororiente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6301,6302,2000,Nororiente,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6302,6303,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6303,6304,2000,Nororiente,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1.609437912,0,5,0,0.0,2,0.4
6304,6305,2000,Nororiente,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1.386294361,0,4,1,0.25,1,0.25
6305,6306,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
6306,6307,2000,Nororiente,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1.791759469,0,6,0,0.0,2,0.3333333333333333
6307,6308,2000,Nororiente,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1.609437912,0,5,0,0.0,0,0.0
6308,6309,2000,Nororiente,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1.609437912,0,5,2,0.4,2,0.4
6309,6310,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
6310,6311,2000,Nororiente,1,0,1,0,2,0,1,0,0,0,0,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
6311,6312,2000,Nororiente,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
6312,6313,2000,Nororiente,0,0,0,0,1,2,1,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
6313,6314,2000,Nororiente,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6314,6315,2000,Nororiente,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1.386294361,0,4,1,0.25,1,0.25
6315,6316,2000,Nororiente,0,1,2,2,1,1,1,0,0,2,0,1,1,1,2.564949357,0,13,1,0.07692307692307693,5,0.38461538461538464
6316,6317,2000,Nororiente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6317,6318,2000,Nororiente,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,0.0
6318,6319,2000,Nororiente,0,2,1,0,0,0,0,0,0,1,0,1,1,0,1.791759469,0,6,2,0.3333333333333333,3,0.5
6319,6320,2000,Nororiente,0,0,0,0,1,1,1,0,2,0,1,1,0,1,2.079441542,0,8,0,0.0,0,0.0
6320,6321,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
6321,6322,2000,Nororiente,1,0,0,0,0,2,0,0,0,1,1,0,0,1,1.791759469,0,6,1,0.16666666666666666,1,0.16666666666666666
6322,6323,2000,Nororiente,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1.791759469,0,6,2,0.3333333333333333,2,0.3333333333333333
6323,6324,2000,Nororiente,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
6324,6325,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
6325,6326,2000,Nororiente,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1.609437912,0,5,1,0.2,1,0.2
6326,6327,2000,Nororiente,0,0,0,3,0,0,1,0,0,0,0,1,1,0,1.791759469,0,6,0,0.0,3,0.5
6327,6328,2000,Nororiente,0,0,0,1,1,0,0,2,1,0,1,2,1,0,2.197224577,0,9,0,0.0,1,0.1111111111111111
6328,6329,2000,Nororiente,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6329,6330,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6330,6331,2000,Nororiente,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1.386294361,0,4,0,0.0,0,0.0
6331,6332,2000,Nororiente,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
6332,6333,2000,Nororiente,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1.386294361,0,4,0,0.0,2,0.5
6333,6334,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6334,6335,2000,Nororiente,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6335,6336,2000,Nororiente,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6336,6337,2000,Nororiente,0,1,0,0,0,0,0,0,0,1,3,1,0,1,1.945910149,0,7,1,0.14285714285714285,1,0.14285714285714285
6337,6338,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
6338,6339,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0,2,0,0.0,0,0.0
6339,6340,2000,Nororiente,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
6340,6341,2000,Nororiente,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1.386294361,0,4,1,0.25,2,0.5
6341,6342,2000,Nororiente,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806,0,2,0,0.0,0,0.0
6342,6343,2000,Nororiente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6343,6344,2000,Nororiente,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1.386294361,0,4,2,0.5,2,0.5
6344,6345,2000,Nororiente,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
6345,6346,2000,Nororiente,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.609437912,0,5,0,0.0,0,0.0
6346,6347,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
6347,6348,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6348,6349,2000,Nororiente,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1.386294361,0,4,0,0.0,0,0.0
6349,6350,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0.0
6350,6351,2000,Nororiente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6351,6352,2000,Nororiente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6352,6353,2000,Nororiente,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,0,2,0,0.0,0,0.0
6353,6354,2000,Nororiente,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1.791759469,0,6,0,0.0,0,0.0
6354,6355,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.386294361,0,4,0,0.0,0,0.0
6355,6356,2000,Nororiente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6356,6357,2000,Nororiente,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6357,6358,2000,Nororiente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6358,6359,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
6359,6360,2000,Nororiente,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6360,6361,2000,Nororiente,0,0,0,0,2,1,1,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
6361,6362,2000,Nororiente,0,0,0,0,3,0,1,0,0,0,1,1,0,0,1.791759469,0,6,0,0.0,0,0.0
6362,6363,2000,Nororiente,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1.791759469,0,6,0,0.0,0,0.0
6363,6364,2000,Nororiente,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,2,0.4
6364,6365,2000,Nororiente,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1.609437912,0,5,0,0.0,2,0.4
6365,6366,2000,Nororiente,1,0,2,1,1,0,0,0,0,0,0,1,1,0,1.945910149,0,7,1,0.14285714285714285,4,0.5714285714285714
6366,6367,2000,Nororiente,0,0,1,0,1,1,0,0,1,2,1,0,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
6367,6368,2000,Nororiente,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
6368,6369,2000,Nororiente,0,1,2,1,0,0,0,0,0,1,0,1,0,0,1.791759469,0,6,1,0.16666666666666666,4,0.6666666666666666
6369,6370,2000,Nororiente,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1.609437912,0,5,1,0.2,1,0.2
6370,6371,2000,Nororiente,0,0,0,1,2,1,1,0,0,0,1,1,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
6371,6372,2000,Nororiente,2,1,2,0,0,2,0,3,1,0,2,1,0,0,2.63905733,0,14,3,0.21428571428571427,5,0.35714285714285715
6372,6373,2000,Nororiente,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6373,6374,2000,Nororiente,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,0,2,1,0.5,1,0.5
6374,6375,2000,Nororiente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6375,6376,2000,Nororiente,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1.609437912,0,5,0,0.0,3,0.6
6376,6377,2000,Nororiente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6377,6378,2000,Nororiente,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1.386294361,0,4,0,0.0,0,0.0
6378,6379,2000,Nororiente,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.386294361,0,4,0,0.0,0,0.0
6379,6380,2000,Nororiente,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1.386294361,0,4,0,0.0,1,0.25
6380,6381,2000,Nororiente,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1.386294361,0,4,1,0.25,1,0.25
6381,6382,2000,Nororiente,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
6382,6383,2000,Nororiente,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1.609437912,0,5,2,0.4,2,0.4
6383,6384,2000,Nororiente,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1.791759469,0,6,0,0.0,1,0.16666666666666666
6384,6385,2000,Nororiente,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,1,0.2
6385,6386,2000,Nororiente,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.386294361,0,4,0,0.0,2,0.5
6386,6387,2000,Nororiente,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,2,0.4
6387,6388,2000,Nororiente,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6426,6427,2000,Nororiente,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6427,6428,2000,Nororiente,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,0,0.0
6428,6429,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6429,6430,2000,Nororiente,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6430,6431,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
6431,6432,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0,2,0,0.0,0,0.0
6432,6433,2000,Nororiente,0,1,1,1,2,0,0,2,1,0,1,1,0,0,2.302585093,0,10,1,0.1,3,0.3
6433,6434,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6434,6435,2000,Nororiente,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.609437912,0,5,0,0.0,0,0.0
6435,6436,2000,Nororiente,0,1,0,1,0,2,0,0,0,0,1,1,0,0,1.791759469,0,6,1,0.16666666666666666,2,0.3333333333333333
6457,6458,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
6458,6459,2000,Nororiente,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,0,4,2,0.5,2,0.5
6459,6460,2000,Nororiente,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289,0,3,0,0.0,2,0.6666666666666666
6460,6461,2000,Nororiente,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289,0,3,0,0.0,0,0.0
6461,6462,2000,Nororiente,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1.791759469,0,6,0,0.0,2,0.3333333333333333
6462,6463,2000,Nororiente,1,0,0,0,2,0,2,1,1,0,1,1,0,0,2.197224577,0,9,1,0.1111111111111111,1,0.1111111111111111
6463,6464,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,0.0,0,0.0
6464,6465,2000,Nororiente,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289,0,3,0,0.0,0,0.0
6465,6466,2000,Nororiente,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1.791759469,0,6,1,0.16666666666666666,4,0.6666666666666666
6466,6467,2000,Nororiente,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,0.0
6467,6468,2000,Nororiente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0,5,2,0.4,3,0.6
6468,6469,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
6469,6470,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6470,6471,2000,Nororiente,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1.386294361,0,4,0,0.0,1,0.25
6471,6472,2000,Nororiente,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
6472,6473,2000,Nororiente,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912,0,5,1,0.2,1,0.2
6473,6474,2000,Nororiente,0,0,0,0,2,1,0,1,2,0,1,1,0,0,2.079441542,0,8,0,0.0,0,0.0
6474,6475,2000,Nororiente,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1.791759469,0,6,2,0.3333333333333333,2,0.3333333333333333
6475,6476,2000,Nororiente,0,0,0,2,3,0,2,0,0,0,1,1,0,0,2.197224577,0,9,0,0.0,2,0.2222222222222222
6476,6477,2000,Nororiente,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,2,0.5,2,0.5
6477,6478,2000,Nororiente,1,1,0,1,0,1,1,1,0,2,0,1,1,0,2.302585093,0,10,2,0.2,3,0.3
6478,6479,2000,Nororiente,0,2,1,1,0,2,0,0,0,1,1,0,0,0,2.079441542,0,8,2,0.25,4,0.5
6479,6480,2000,Nororiente,1,1,0,2,1,0,0,0,0,1,1,0,0,1,2.079441542,0,8,2,0.25,4,0.5
6480,6481,2000,Nororiente,1,1,1,1,0,1,0,0,1,1,0,1,1,0,2.197224577,0,9,2,0.2222222222222222,4,0.4444444444444444
6481,6482,2000,Nororiente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0,4,1,0.25,2,0.5
6482,6483,2000,Nororiente,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1.386294361,0,4,0,0.0,0,0.0
6483,6484,2000,Nororiente,0,2,1,1,0,0,0,0,1,2,2,0,0,1,2.302585093,0,10,2,0.2,4,0.4
6484,6485,2000,Nororiente,0,1,1,2,1,1,0,0,0,0,1,1,0,0,2.079441542,0,8,1,0.125,4,0.5
6485,6486,2000,Nororiente,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1.386294361,0,4,0,0.0,1,0.25
6486,6487,2000,Nororiente,0,0,0,1,1,0,0,2,0,1,1,1,0,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
6487,6488,2000,Nororiente,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1.791759469,0,6,0,0.0,1,0.16666666666666666
6488,6489,2000,Nororiente,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1.386294361,0,4,0,0.0,1,0.25
6489,6490,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0,2,0,0.0,0,0.0
6490,6491,2000,Nororiente,1,1,0,0,1,0,0,1,0,2,0,0,0,1,1.945910149,0,7,2,0.2857142857142857,2,0.2857142857142857
6491,6492,2000,Nororiente,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
6492,6493,2000,Nororiente,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1.791759469,0,6,1,0.16666666666666666,4,0.6666666666666666
6493,6494,2000,Nororiente,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912,0,5,0,0.0,0,0.0
6494,6495,2000,Nororiente,0,0,1,0,0,1,0,1,0,0,2,1,1,0,1.945910149,0,7,0,0.0,1,0.14285714285714285
6495,6496,2000,Nororiente,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289,0,3,0,0.0,0,0.0
6496,6497,2000,Nororiente,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1.609437912,0,5,0,0.0,0,0.0
6497,6498,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6498,6499,2000,Nororiente,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1.609437912,0,5,0,0.0,1,0.2
6499,6500,2000,Nororiente,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1.609437912,0,5,1,0.2,1,0.2
6500,6501,2000,Nororiente,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289,0,3,0,0.0,1,0.3333333333333333
6501,6502,2000,Nororiente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0,3,0,0.0,0,0.0
6502,6503,2000,Nororiente,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.098612289,0,3,0,0.0,0,0.0
6503,6504,2000,Nororiente,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806,0,2,0,0.0,0,0.0
6504,6505,2000,Nororiente,1,0,0,1,0,1,0,2,1,1,0,1,0,1,2.197224577,0,9,1,0.1111111111111111,2,0.2222222222222222
6505,6506,2000,Nororiente,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1.386294361,0,4,0,0.0,2,0.5
6506,6507,2000,Nororiente,1,0,0,0,1,1,1,1,0,1,0,1,1,1,2.197224577,0,9,1,0.1111111111111111,1,0.1111111111111111
6507,6508,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0
6508,6509,2000,Nororiente,0,2,0,0,0,0,0,0,3,2,0,0,1,1,2.197224577,0,9,2,0.2222222222222222,2,0.2222222222222222
6541,6542,2000,Nororiente,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,2,0.6666666666666666
6542,6543,2000,Nororiente,1,0,1,1,0,2,0,1,0,0,1,1,0,0,2.079441542,0,8,1,0.125,3,0.375
6543,6544,2000,Nororiente,0,1,3,0,1,1,1,0,2,0,1,1,0,0,2.397895273,0,11,1,0.09090909090909091,4,0.36363636363636365
6544,6545,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0,3,0,0.0,0,0.0
6545,6546,2000,Nororiente,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1.386294361,0,4,0,0.0,0,0.0
6546,6547,2000,Nororiente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0,3,1,0.3333333333333333,1,0.3333333333333333
6547,6548,2000,Nororiente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0,2,0,0.0,0,0.0
6548,6549,2000,Nororiente,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1.386294361,0,4,0,0.0,0,0.0
