,i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural,total,under_4,frac_under_4,under_9,frac_under_9
2407,2408,2000,Suroriente,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1.791759469,1,6,0,0.0,0,0.0
2408,2409,2000,Suroriente,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1.386294361,1,4,1,0.25,1,0.25
2409,2410,2000,Suroriente,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2410,2411,2000,Suroriente,0,0,3,0,0,1,0,0,0,1,0,0,0,1,1.791759469,1,6,0,0.0,3,0.5
2411,2412,2000,Suroriente,1,1,1,1,2,1,2,0,0,0,1,1,0,0,2.397895273,1,11,2,0.18181818181818182,4,0.36363636363636365
2412,2413,2000,Suroriente,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1.791759469,1,6,1,0.16666666666666666,4,0.6666666666666666
2413,2414,2000,Suroriente,1,0,2,0,2,0,0,1,0,0,0,1,1,0,2.079441542,1,8,1,0.125,3,0.375
2414,2415,2000,Suroriente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
2415,2416,2000,Suroriente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2416,2417,2000,Suroriente,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1.945910149,1,7,0,0.0,0,0.0
2417,2418,2000,Suroriente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2418,2419,2000,Suroriente,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806,1,2,0,0.0,0,0.0
2419,2420,2000,Suroriente,0,1,2,0,2,0,1,1,0,2,0,2,0,1,2.48490665,1,12,1,0.08333333333333333,3,0.25
2420,2421,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1,2,0,0.0,0,0.0
2421,2422,2000,Suroriente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2422,2423,2000,Suroriente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2423,2424,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1,2,0,0.0,0,0.0
2424,2425,2000,Suroriente,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1.945910149,1,7,0,0.0,2,0.2857142857142857
2425,2426,2000,Suroriente,1,0,0,1,1,1,1,1,0,1,1,1,0,0,2.197224577,1,9,1,0.1111111111111111,2,0.2222222222222222
2426,2427,2000,Suroriente,0,0,1,1,1,0,2,1,1,1,1,0,1,2,2.48490665,1,12,0,0.0,2,0.16666666666666666
2427,2428,2000,Suroriente,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,3,0.6
2437,2438,2000,Suroriente,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2438,2439,2000,Suroriente,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361,1,4,1,0.25,1,0.25
2439,2440,2000,Suroriente,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361,1,4,0,0.0,0,0.0
2440,2441,2000,Suroriente,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289,1,3,0,0.0,0,0.0
2441,2442,2000,Suroriente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2442,2443,2000,Suroriente,0,0,0,0,1,1,1,1,2,0,1,1,0,0,2.079441542,1,8,0,0.0,0,0.0
2443,2444,2000,Suroriente,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.098612289,1,3,0,0.0,0,0.0
2444,2445,2000,Suroriente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2445,2446,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1,2,0,0.0,0,0.0
2446,2447,2000,Suroriente,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1.791759469,1,6,0,0.0,0,0.0
2447,2448,2000,Suroriente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2448,2449,2000,Suroriente,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1.609437912,1,5,0,0.0,2,0.4
2449,2450,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0.0,0,0.0
2450,2451,2000,Suroriente,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289,1,3,0,0.0,1,0.3333333333333333
2451,2452,2000,Suroriente,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1.609437912,1,5,0,0.0,2,0.4
2452,2453,2000,Suroriente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,1,3,0,0.0,0,0.0
2453,2454,2000,Suroriente,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
2454,2455,2000,Suroriente,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1.609437912,1,5,0,0.0,0,0.0
2455,2456,2000,Suroriente,1,0,0,1,0,2,1,1,0,0,1,1,0,0,2.079441542,1,8,1,0.125,2,0.25
2456,2457,2000,Suroriente,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,1,3,0,0.0,0,0.0
2457,2458,2000,Suroriente,1,0,0,1,0,0,1,0,2,1,0,0,1,1,2.079441542,1,8,1,0.125,2,0.25
2458,2459,2000,Suroriente,3,0,0,2,0,0,0,0,0,1,1,0,0,0,1.945910149,1,7,3,0.42857142857142855,5,0.7142857142857143
2459,2460,2000,Suroriente,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1.386294361,1,4,0,0.0,1,0.25
2460,2461,2000,Suroriente,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
2461,2462,2000,Suroriente,1,0,0,1,0,2,0,0,0,0,0,1,1,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
2462,2463,2000,Suroriente,0,1,0,0,0,0,1,0,0,2,0,1,0,1,1.791759469,1,6,1,0.16666666666666666,1,0.16666666666666666
2463,2464,2000,Suroriente,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
2464,2465,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,1,2,0,0.0,0,0.0
2465,2466,2000,Suroriente,1,1,0,0,0,2,1,1,0,1,0,1,1,0,2.197224577,1,9,2,0.2222222222222222,2,0.2222222222222222
2466,2467,2000,Suroriente,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1.386294361,1,4,0,0.0,1,0.25
2467,2468,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1,2,0,0.0,0,0.0
2468,2469,2000,Suroriente,2,0,0,0,0,0,1,0,1,2,0,1,1,1,2.197224577,1,9,2,0.2222222222222222,2,0.2222222222222222
2480,2481,2000,Suroriente,1,0,2,0,0,2,0,0,0,1,1,0,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2481,2482,2000,Suroriente,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2482,2483,2000,Suroriente,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2483,2484,2000,Suroriente,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
2484,2485,2000,Suroriente,1,1,0,1,0,0,0,0,1,3,1,0,1,2,2.397895273,1,11,2,0.18181818181818182,3,0.2727272727272727
2485,2486,2000,Suroriente,0,0,0,1,1,2,0,1,1,0,1,1,0,0,2.079441542,1,8,0,0.0,1,0.125
2486,2487,2000,Suroriente,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1.609437912,1,5,0,0.0,1,0.2
2487,2488,2000,Suroriente,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2488,2489,2000,Suroriente,1,1,0,0,1,1,2,0,0,0,1,1,0,0,2.079441542,1,8,2,0.25,2,0.25
2489,2490,2000,Suroriente,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361,1,4,0,0.0,2,0.5
2490,2491,2000,Suroriente,0,1,0,1,1,0,0,2,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
2500,2501,2000,Suroriente,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1.609437912,1,5,0,0.0,2,0.4
2501,2502,2000,Suroriente,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1.791759469,1,6,2,0.3333333333333333,2,0.3333333333333333
2502,2503,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
2503,2504,2000,Suroriente,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1.386294361,1,4,1,0.25,1,0.25
2504,2505,2000,Suroriente,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1.386294361,1,4,0,0.0,0,0.0
2505,2506,2000,Suroriente,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1,5,1,0.2,3,0.6
2506,2507,2000,Suroriente,0,1,0,0,0,0,0,0,1,3,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,1,0.14285714285714285
2507,2508,2000,Suroriente,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1.609437912,1,5,0,0.0,2,0.4
2508,2509,2000,Suroriente,1,0,0,1,0,0,0,0,0,2,1,0,1,1,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
2509,2510,2000,Suroriente,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,3,0.5
2510,2511,2000,Suroriente,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2511,2512,2000,Suroriente,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,1,4,2,0.5,2,0.5
2512,2513,2000,Suroriente,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1.386294361,1,4,0,0.0,1,0.25
2513,2514,2000,Suroriente,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1.609437912,1,5,0,0.0,2,0.4
2514,2515,2000,Suroriente,0,0,0,0,0,0,1,1,2,0,2,0,1,1,2.079441542,1,8,0,0.0,0,0.0
2515,2516,2000,Suroriente,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289,1,3,0,0.0,0,0.0
2516,2517,2000,Suroriente,0,0,1,0,1,0,0,1,0,0,1,1,0,2,1.945910149,1,7,0,0.0,1,0.14285714285714285
2517,2518,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
2518,2519,2000,Suroriente,0,2,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,1,6,2,0.3333333333333333,4,0.6666666666666666
2519,2520,2000,Suroriente,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1.945910149,1,7,0,0.0,2,0.2857142857142857
2520,2521,2000,Suroriente,0,0,1,1,0,0,2,0,0,2,1,1,0,0,2.079441542,1,8,0,0.0,2,0.25
2521,2522,2000,Suroriente,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806,1,2,0,0.0,0,0.0
2522,2523,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1.791759469,1,6,0,0.0,0,0.0
2523,2524,2000,Suroriente,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1.386294361,1,4,0,0.0,0,0.0
2524,2525,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0.0,0,0.0
2525,2526,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289,1,3,0,0.0,0,0.0
2526,2527,2000,Suroriente,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2527,2528,2000,Suroriente,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2528,2529,2000,Suroriente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
2529,2530,2000,Suroriente,0,0,1,0,0,0,0,2,1,0,0,1,1,0,1.791759469,1,6,0,0.0,1,0.16666666666666666
2530,2531,2000,Suroriente,0,0,1,2,2,1,1,1,1,1,1,1,0,0,2.48490665,1,12,0,0.0,3,0.25
2531,2532,2000,Suroriente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
2532,2533,2000,Suroriente,0,0,2,1,1,0,2,0,0,0,0,0,1,1,2.079441542,1,8,0,0.0,3,0.375
2533,2534,2000,Suroriente,0,0,3,0,2,0,0,0,0,0,1,1,0,0,1.945910149,1,7,0,0.0,3,0.42857142857142855
2534,2535,2000,Suroriente,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,2,0.5,2,0.5
2535,2536,2000,Suroriente,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1.609437912,1,5,2,0.4,3,0.6
2536,2537,2000,Suroriente,1,1,0,2,0,2,0,0,0,0,1,1,0,0,2.079441542,1,8,2,0.25,4,0.5
2537,2538,2000,Suroriente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2538,2539,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1,2,0,0.0,0,0.0
2539,2540,2000,Suroriente,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361,1,4,0,0.0,2,0.5
2540,2541,2000,Suroriente,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912,1,5,1,0.2,2,0.4
2541,2542,2000,Suroriente,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1.791759469,1,6,0,0.0,1,0.16666666666666666
2542,2543,2000,Suroriente,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
2543,2544,2000,Suroriente,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1.609437912,1,5,0,0.0,2,0.4
2544,2545,2000,Suroriente,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1,5,1,0.2,3,0.6
2545,2546,2000,Suroriente,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2546,2547,2000,Suroriente,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2547,2548,2000,Suroriente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2548,2549,2000,Suroriente,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1.609437912,1,5,1,0.2,1,0.2
2549,2550,2000,Suroriente,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2550,2551,2000,Suroriente,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1.386294361,1,4,0,0.0,0,0.0
2551,2552,2000,Suroriente,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2552,2553,2000,Suroriente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0.0
2553,2554,2000,Suroriente,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,3,0.6
2554,2555,2000,Suroriente,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,1,5,2,0.4,3,0.6
2555,2556,2000,Suroriente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2556,2557,2000,Suroriente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
2557,2558,2000,Suroriente,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361,1,4,2,0.5,2,0.5
2558,2559,2000,Suroriente,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1.791759469,1,6,2,0.3333333333333333,2,0.3333333333333333
2559,2560,2000,Suroriente,2,0,0,0,0,1,1,1,2,1,0,1,0,0,2.197224577,1,9,2,0.2222222222222222,2,0.2222222222222222
2560,2561,2000,Suroriente,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1.945910149,1,7,2,0.2857142857142857,3,0.42857142857142855
2561,2562,2000,Suroriente,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,0.0,0,0.0
2562,2563,2000,Suroriente,2,0,2,0,0,3,0,0,0,2,3,1,0,1,2.63905733,1,14,2,0.14285714285714285,4,0.2857142857142857
2563,2564,2000,Suroriente,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1.386294361,1,4,0,0.0,0,0.0
2564,2565,2000,Suroriente,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1.609437912,1,5,0,0.0,2,0.4
2565,2566,2000,Suroriente,0,0,0,0,1,1,2,0,1,1,0,0,1,1,2.079441542,1,8,0,0.0,0,0.0
2566,2567,2000,Suroriente,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
2567,2568,2000,Suroriente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2568,2569,2000,Suroriente,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2569,2570,2000,Suroriente,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1.945910149,1,7,0,0.0,1,0.14285714285714285
2570,2571,2000,Suroriente,0,1,2,1,0,0,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,4,0.6666666666666666
2571,2572,2000,Suroriente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
2572,2573,2000,Suroriente,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289,1,3,0,0.0,0,0.0
2573,2574,2000,Suroriente,1,1,0,1,0,0,0,0,0,3,0,0,1,1,2.079441542,1,8,2,0.25,3,0.375
2574,2575,2000,Suroriente,1,0,1,1,0,2,2,0,1,1,0,1,1,0,2.397895273,1,11,1,0.09090909090909091,3,0.2727272727272727
2575,2576,2000,Suroccidente,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1.791759469,1,6,0,0.0,0,0.0
2576,2577,2000,Suroccidente,0,1,0,0,0,1,1,0,4,3,0,0,1,1,2.48490665,1,12,1,0.08333333333333333,1,0.08333333333333333
2577,2578,2000,Suroccidente,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
2578,2579,2000,Suroccidente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2579,2580,2000,Suroccidente,2,0,2,0,0,1,1,2,0,0,1,1,0,1,2.397895273,1,11,2,0.18181818181818182,4,0.36363636363636365
2580,2581,2000,Suroccidente,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1.609437912,1,5,0,0.0,0,0.0
2581,2582,2000,Suroccidente,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2582,2583,2000,Suroccidente,1,1,0,1,0,0,0,1,3,2,0,0,1,1,2.397895273,1,11,2,0.18181818181818182,3,0.2727272727272727
2583,2584,2000,Suroccidente,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1.609437912,1,5,0,0.0,0,0.0
2584,2585,2000,Suroccidente,0,0,2,0,1,1,2,0,0,0,1,1,0,0,2.079441542,1,8,0,0.0,2,0.25
2585,2586,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0.0
2586,2587,2000,Suroccidente,0,0,1,0,2,0,1,1,1,1,1,1,0,0,2.197224577,1,9,0,0.0,1,0.1111111111111111
2587,2588,2000,Suroccidente,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1.791759469,1,6,2,0.3333333333333333,4,0.6666666666666666
2588,2589,2000,Suroccidente,0,1,1,0,0,0,1,0,0,2,0,0,1,1,1.945910149,1,7,1,0.14285714285714285,2,0.2857142857142857
2589,2590,2000,Suroccidente,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2590,2591,2000,Suroccidente,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1.386294361,1,4,0,0.0,1,0.25
2591,2592,2000,Suroccidente,1,1,0,1,2,1,0,0,0,1,1,0,0,0,2.079441542,1,8,2,0.25,3,0.375
2592,2593,2000,Suroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,1,0.2,3,0.6
2593,2594,2000,Suroccidente,0,0,1,0,2,0,1,2,0,0,0,0,1,1,2.079441542,1,8,0,0.0,1,0.125
2594,2595,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1,2,0,0.0,0,0.0
2595,2596,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2596,2597,2000,Suroccidente,1,0,1,2,0,0,0,2,0,0,1,1,0,0,2.079441542,1,8,1,0.125,4,0.5
2597,2598,2000,Suroccidente,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1.386294361,1,4,0,0.0,0,0.0
2598,2599,2000,Suroccidente,1,0,2,0,1,1,0,0,0,1,1,0,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2599,2600,2000,Suroccidente,1,0,0,3,1,1,1,0,1,0,1,1,0,0,2.302585093,1,10,1,0.1,4,0.4
2610,2611,2000,Suroccidente,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1.945910149,1,7,0,0.0,2,0.2857142857142857
2611,2612,2000,Suroccidente,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1.609437912,1,5,0,0.0,0,0.0
2612,2613,2000,Suroccidente,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1.386294361,1,4,0,0.0,1,0.25
2613,2614,2000,Suroccidente,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1.609437912,1,5,0,0.0,2,0.4
2614,2615,2000,Suroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2615,2616,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289,1,3,0,0.0,0,0.0
2616,2617,2000,Suroccidente,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2617,2618,2000,Suroccidente,0,0,1,2,2,0,1,1,0,0,1,1,0,0,2.197224577,1,9,0,0.0,3,0.3333333333333333
2618,2619,2000,Suroccidente,0,0,0,0,3,0,1,1,0,1,1,1,0,0,2.079441542,1,8,0,0.0,0,0.0
2639,2640,2000,Suroccidente,2,1,0,2,0,1,1,2,1,0,1,1,0,0,2.48490665,1,12,3,0.25,5,0.4166666666666667
2640,2641,2000,Suroccidente,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1.386294361,1,4,0,0.0,0,0.0
2641,2642,2000,Suroccidente,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,1,3,1,0.3333333333333333,1,0.3333333333333333
2642,2643,2000,Suroccidente,1,0,2,0,2,0,1,1,0,0,1,1,0,0,2.197224577,1,9,1,0.1111111111111111,3,0.3333333333333333
2643,2644,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2644,2645,2000,Suroccidente,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1.791759469,1,6,1,0.16666666666666666,3,0.5
2645,2646,2000,Suroccidente,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2660,2661,2000,Suroccidente,1,0,2,0,1,2,0,0,0,1,0,0,0,0,1.945910149,1,7,1,0.14285714285714285,3,0.42857142857142855
2661,2662,2000,Suroccidente,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1.098612289,1,3,0,0.0,0,0.0
2662,2663,2000,Suroccidente,0,2,1,0,0,0,1,0,0,1,0,1,1,0,1.945910149,1,7,2,0.2857142857142857,3,0.42857142857142855
2663,2664,2000,Suroccidente,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1.791759469,1,6,2,0.3333333333333333,3,0.5
2664,2665,2000,Suroccidente,0,3,0,1,0,1,0,0,0,1,1,1,0,0,2.079441542,1,8,3,0.375,4,0.5
2665,2666,2000,Suroccidente,0,0,1,0,0,0,1,1,0,2,1,1,0,0,1.945910149,1,7,0,0.0,1,0.14285714285714285
2666,2667,2000,Suroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1,5,2,0.4,3,0.6
2667,2668,2000,Suroccidente,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1,4,1,0.25,2,0.5
2668,2669,2000,Suroccidente,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,0.0,0,0.0
2669,2670,2000,Suroccidente,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1.609437912,1,5,3,0.6,3,0.6
2670,2671,2000,Suroccidente,0,2,2,0,1,1,1,1,0,0,1,1,0,0,2.302585093,1,10,2,0.2,4,0.4
2671,2672,2000,Suroccidente,2,1,2,2,0,2,2,1,0,2,0,3,0,0,2.833213344,1,17,3,0.17647058823529413,7,0.4117647058823529
2672,2673,2000,Suroccidente,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,2,0.3333333333333333
2673,2674,2000,Suroccidente,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912,1,5,1,0.2,1,0.2
2674,2675,2000,Suroccidente,1,0,2,1,0,1,2,0,0,0,0,1,0,0,2.079441542,1,8,1,0.125,4,0.5
2675,2676,2000,Suroccidente,1,0,1,1,2,0,1,0,0,0,1,1,1,0,2.197224577,1,9,1,0.1111111111111111,3,0.3333333333333333
2676,2677,2000,Suroccidente,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469,1,6,1,0.16666666666666666,3,0.5
2677,2678,2000,Suroccidente,1,2,1,3,1,1,0,0,2,3,1,0,0,0,2.708050201,1,15,3,0.2,7,0.4666666666666667
2678,2679,2000,Suroccidente,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1.386294361,1,4,0,0.0,0,0.0
2679,2680,2000,Suroccidente,1,0,1,1,0,1,0,0,0,1,1,1,1,1,2.197224577,1,9,1,0.1111111111111111,3,0.3333333333333333
2680,2681,2000,Suroccidente,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1.386294361,1,4,0,0.0,0,0.0
2681,2682,2000,Suroccidente,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1.609437912,1,5,0,0.0,1,0.2
