i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99
348,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,0,1,0,0
349,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,1,0
350,2000,Metropolitana,1,0,0,1,1,2,2,0,0,0,0,1,1,0
351,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,2,0,0,0
352,2000,Metropolitana,0,1,0,0,2,0,0,1,0,0,1,1,0,0
353,2000,Metropolitana,1,0,0,1,0,0,0,0,0,0,1,1,1,1
354,2000,Metropolitana,0,0,0,0,0,1,0,1,0,0,0,1,0,0
355,2000,Metropolitana,0,1,0,0,1,0,1,1,0,0,1,1,0,0
356,2000,Metropolitana,1,1,1,0,1,0,0,0,0,0,1,1,0,0
357,2000,Metropolitana,0,0,0,0,0,1,2,0,0,0,1,0,0,0
358,2000,Metropolitana,0,1,1,0,0,0,0,0,1,0,0,2,0,1
359,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0
360,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,0,0,0,0
361,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
362,2000,Metropolitana,1,1,1,2,0,0,0,0,0,1,1,0,0,0
363,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,0,1,1,0
365,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,1,0,1,1
366,2000,Metropolitana,1,0,1,1,0,0,1,0,0,1,1,0,0,0
367,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,0,0,0,0
368,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
369,2000,Metropolitana,1,0,1,1,0,0,0,0,1,1,0,0,0,0
370,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,0,0
371,2000,Metropolitana,0,0,0,2,0,0,1,1,0,1,1,0,0,0
372,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0
373,2000,Metropolitana,0,1,0,0,0,0,2,0,1,0,1,1,0,0
374,2000,Metropolitana,0,0,0,0,0,1,0,0,0,1,1,1,0,0
375,2000,Metropolitana,0,0,1,0,2,0,0,0,0,0,1,1,0,0
376,2000,Metropolitana,0,0,0,0,0,2,0,1,0,0,1,1,0,0
377,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1
378,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1
379,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,1,1,0,0
380,2000,Metropolitana,0,0,0,0,0,2,0,0,0,1,1,0,0,1
381,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0
382,2000,Metropolitana,0,1,0,0,0,0,0,1,0,0,0,1,1,0
383,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0
384,2000,Metropolitana,0,1,0,2,0,0,0,0,1,1,0,0,0,0
385,2000,Metropolitana,0,0,0,0,0,0,0,1,1,1,0,0,0,0
386,2000,Metropolitana,0,1,0,1,1,0,0,0,1,1,0,0,0,0
387,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,2000,Metropolitana,0,0,1,0,0,2,0,1,0,0,1,1,0,0
389,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1
390,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0
392,2000,Metropolitana,0,0,0,1,0,1,0,0,2,1,0,0,0,0
393,2000,Metropolitana,1,0,0,0,0,0,0,0,0,0,1,1,0,1
394,2000,Metropolitana,1,0,0,0,0,0,0,0,0,1,1,0,0,0
395,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,1,1,0,0
396,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,0,1,0,0
397,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,1,0,0,0
398,2000,Metropolitana,0,1,0,1,0,1,1,0,0,0,1,1,0,0
399,2000,Metropolitana,0,0,1,0,0,2,0,1,0,0,1,1,0,0
400,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0
401,2000,Metropolitana,0,2,0,0,0,0,0,0,0,1,1,0,0,0
402,2000,Metropolitana,0,0,0,1,0,1,1,0,0,0,1,1,0,0
403,2000,Metropolitana,0,1,2,1,1,2,0,0,0,0,1,1,0,0
404,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,2,1
405,2000,Metropolitana,1,0,3,0,0,1,0,0,1,1,0,0,0,0
406,2000,Metropolitana,0,0,0,0,0,1,0,1,1,1,1,1,0,0
407,2000,Metropolitana,1,0,1,1,0,1,0,1,0,0,0,1,0,0
408,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
409,2000,Metropolitana,1,0,2,0,0,0,0,0,0,1,1,0,0,0
410,2000,Metropolitana,0,0,0,1,0,0,0,1,1,1,1,1,0,0
411,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,0
412,2000,Metropolitana,0,1,0,0,0,0,0,2,0,0,1,0,1,1
413,2000,Metropolitana,0,0,0,0,0,0,0,2,0,1,1,1,0,0
414,2000,Metropolitana,0,0,0,0,0,1,2,0,0,0,0,1,1,0
415,2000,Metropolitana,1,0,2,0,0,0,0,0,1,1,0,0,0,0
416,2000,Metropolitana,0,0,0,0,0,3,0,0,0,1,0,1,1,0
417,2000,Metropolitana,0,1,0,0,0,0,0,0,0,1,0,0,1,1
418,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,1
419,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,1
420,2000,Metropolitana,0,1,0,1,1,2,1,1,0,0,1,1,0,0
421,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0
422,2000,Metropolitana,0,0,0,0,0,2,0,0,0,0,3,1,1,1
423,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,0,0,0,1
424,2000,Metropolitana,1,0,0,0,0,0,0,0,2,1,1,1,0,0
425,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,0,0
426,2000,Metropolitana,0,0,0,0,0,0,0,0,3,0,0,0,0,0
427,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,0,0,0
428,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,0,0,0
429,2000,Metropolitana,0,1,1,0,0,0,0,0,0,0,0,1,0,0
430,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,0
431,2000,Metropolitana,0,0,2,1,0,0,0,0,1,1,0,0,0,0
432,2000,Metropolitana,0,0,0,0,0,0,2,0,1,0,0,0,0,0
433,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,0,0,0,1
434,2000,Metropolitana,0,1,1,0,0,0,0,0,1,1,0,0,0,0
435,2000,Metropolitana,0,0,1,0,0,0,1,1,0,0,1,1,0,0
436,2000,Metropolitana,0,0,0,0,0,1,1,0,1,0,1,1,0,0
437,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,0
438,2000,Metropolitana,1,0,0,0,0,0,0,0,0,3,0,0,0,0
439,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1
440,2000,Metropolitana,0,0,1,0,0,0,1,0,0,0,0,1,0,0
441,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,1,0
442,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1
443,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,1
445,2000,Metropolitana,0,0,1,0,0,0,0,0,0,2,0,0,0,0
446,2000,Metropolitana,0,0,0,0,0,0,0,0,2,2,0,0,0,0
447,2000,Metropolitana,0,2,0,0,0,0,0,2,0,0,0,1,0,0
448,2000,Metropolitana,0,1,0,1,0,0,0,0,1,1,0,0,1,0
449,2000,Metropolitana,1,0,0,0,0,0,0,0,1,0,0,1,0,0
450,2000,Metropolitana,0,1,0,1,0,1,0,0,0,0,1,1,0,0
451,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,0,0,0
452,2000,Metropolitana,0,0,1,0,0,0,0,0,1,0,0,0,1,1
453,2000,Metropolitana,0,0,0,0,0,0,2,0,0,0,1,1,1,1
454,2000,Metropolitana,0,1,0,1,0,0,0,0,0,1,1,1,0,1
455,2000,Metropolitana,0,0,2,1,0,1,1,0,0,0,0,1,0,0
456,2000,Metropolitana,2,0,0,2,0,0,0,0,1,1,0,0,0,0
457,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0
458,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,1,0,0,1
459,2000,Metropolitana,2,1,1,0,0,0,0,0,2,1,0,1,1,0
460,2000,Metropolitana,0,0,0,0,0,2,2,0,0,0,1,1,0,0
461,2000,Metropolitana,0,1,0,0,3,1,0,2,4,1,0,1,1,0
462,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1
463,2000,Metropolitana,0,0,0,0,0,1,1,1,0,0,0,0,0,1
464,2000,Metropolitana,0,0,0,0,0,1,0,0,3,0,0,1,1,0
465,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466,2000,Metropolitana,1,0,0,0,0,0,0,0,1,2,0,0,0,0
467,2000,Metropolitana,0,1,0,0,0,0,1,1,1,1,1,1,0,0
468,2000,Metropolitana,0,0,1,0,1,0,0,1,0,0,1,1,0,0
469,2000,Metropolitana,0,0,0,0,0,0,0,2,0,1,1,1,0,0
470,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0
471,2000,Metropolitana,0,0,0,0,0,0,1,0,1,2,1,0,1,1
472,2000,Metropolitana,1,0,0,1,1,0,0,0,1,1,1,0,2,1
473,2000,Metropolitana,0,1,0,2,0,0,0,0,0,1,1,0,0,0
474,2000,Metropolitana,0,0,0,0,0,1,1,0,1,1,0,1,1,0
475,2000,Metropolitana,0,0,1,1,2,0,1,0,2,0,0,1,1,0
476,2000,Metropolitana,0,0,0,1,0,0,0,0,0,3,0,1,1,0
477,2000,Metropolitana,0,0,0,0,1,0,0,0,0,1,0,1,2,1
478,2000,Metropolitana,0,0,2,0,0,1,0,0,0,0,1,1,0,0
479,2000,Metropolitana,0,0,0,1,0,0,0,0,0,0,0,1,0,1
480,2000,Metropolitana,0,0,0,0,0,0,1,1,1,1,1,1,0,0
481,2000,Metropolitana,0,0,0,3,0,1,0,0,0,1,1,0,0,0
482,2000,Metropolitana,0,0,0,0,1,1,0,1,0,0,1,1,0,0
483,2000,Metropolitana,0,0,0,0,1,0,1,0,0,2,0,0,1,1
484,2000,Metropolitana,0,0,0,1,0,0,0,0,1,1,0,0,0,0
485,2000,Metropolitana,0,0,0,0,1,1,1,0,0,0,1,1,0,0
486,2000,Metropolitana,0,0,0,0,0,2,1,0,0,1,1,1,0,0
487,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,1,1,0,0
488,2000,Metropolitana,0,0,2,0,1,0,0,0,0,1,1,0,0,0
489,2000,Metropolitana,0,0,0,0,1,0,2,0,0,0,1,1,0,0
490,2000,Metropolitana,0,0,0,1,1,0,0,0,1,1,0,0,0,0
491,2000,Metropolitana,0,0,0,0,1,1,1,0,0,0,0,1,1,0
492,2000,Metropolitana,0,1,1,1,0,0,0,0,1,1,0,0,0,0
493,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0
494,2000,Metropolitana,0,0,0,0,0,0,1,1,2,2,0,0,0,0
495,2000,Metropolitana,0,1,1,0,0,1,1,1,0,0,1,1,0,1
496,2000,Metropolitana,1,0,0,0,1,0,0,1,0,0,0,1,0,0
497,2000,Metropolitana,0,0,1,0,0,1,0,1,0,1,1,1,0,0
498,2000,Metropolitana,0,0,0,0,1,0,1,1,0,0,1,1,0,0
499,2000,Metropolitana,0,0,0,0,0,0,1,0,0,0,1,1,0,0
500,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0
501,2000,Metropolitana,1,1,0,1,0,0,1,1,3,1,0,1,1,0
502,2000,Metropolitana,0,0,0,0,1,1,0,2,1,0,1,1,0,0
503,2000,Metropolitana,0,2,1,1,1,1,2,0,1,1,1,1,0,0
504,2000,Metropolitana,0,1,0,0,0,0,2,0,1,1,1,1,0,0
505,2000,Metropolitana,1,0,0,1,1,0,0,1,2,1,0,1,0,0
506,2000,Metropolitana,0,0,0,1,0,1,0,1,2,0,1,1,0,0
507,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
508,2000,Metropolitana,0,1,0,2,0,2,0,0,0,0,1,1,0,1
509,2000,Metropolitana,0,1,0,2,0,0,1,0,0,0,1,2,1,0
510,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
512,2000,Metropolitana,0,0,0,1,0,2,0,0,0,0,0,0,1,2
513,2000,Metropolitana,0,0,0,1,0,0,1,0,0,1,1,1,0,0
514,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,1,1,0,0
515,2000,Metropolitana,0,1,1,1,0,0,0,0,0,1,1,1,0,0
516,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,2000,Metropolitana,0,0,0,2,0,0,0,1,0,0,1,1,0,0
518,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0
519,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0
520,2000,Metropolitana,1,0,1,1,0,1,0,0,0,0,1,1,0,0
521,2000,Metropolitana,0,0,0,0,0,0,1,1,0,1,1,1,0,0
522,2000,Metropolitana,0,0,1,1,1,0,1,1,0,0,1,1,0,0
523,2000,Metropolitana,0,0,0,0,0,0,0,1,1,0,0,0,0,0
524,2000,Metropolitana,0,0,1,0,1,0,0,0,0,0,1,1,0,0
525,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
526,2000,Metropolitana,0,1,2,0,0,0,0,1,0,0,0,2,0,1
527,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,1
529,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,1,0,0
530,2000,Metropolitana,0,0,0,0,0,0,0,0,1,2,0,1,1,0
531,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,1,1,0,0
532,2000,Metropolitana,0,1,0,0,1,0,1,0,2,2,0,1,2,0
533,2000,Metropolitana,0,1,1,0,1,1,0,0,1,1,1,0,0,0
534,2000,Metropolitana,1,0,0,2,0,0,0,0,0,0,1,1,0,0
535,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,0,0
536,2000,Metropolitana,0,0,1,0,0,0,0,0,1,1,0,0,0,0
537,2000,Metropolitana,0,0,0,0,0,0,0,0,0,2,0,0,1,1
538,2000,Metropolitana,0,2,1,0,0,2,2,1,0,0,1,1,0,0
539,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,0
540,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,0,0,0,0
541,2000,Metropolitana,1,1,0,0,0,0,0,1,1,1,1,0,0,1
542,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
543,2000,Metropolitana,1,1,1,1,0,1,0,0,1,0,0,1,0,0
544,2000,Metropolitana,0,1,0,0,0,0,0,1,1,0,0,0,0,0
545,2000,Metropolitana,1,0,1,0,0,1,0,1,0,1,0,1,0,0
546,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,1
547,2000,Metropolitana,0,0,0,0,0,0,0,1,0,2,0,1,0,0
548,2000,Metropolitana,0,0,0,0,1,0,1,1,1,0,1,1,0,0
549,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,0,0
550,2000,Metropolitana,0,0,1,1,0,0,0,0,0,0,1,1,0,0
551,2000,Metropolitana,0,0,0,1,1,2,0,0,0,0,1,1,0,0
552,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
553,2000,Metropolitana,0,0,1,0,0,0,0,1,1,1,1,1,0,0
554,2000,Metropolitana,1,0,0,1,0,0,0,0,1,0,2,1,1,1
555,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,1,1
556,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1
557,2000,Metropolitana,0,0,0,1,0,0,1,0,1,1,0,0,0,0
558,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,1
559,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,1
560,2000,Metropolitana,2,1,0,0,0,0,0,1,5,3,1,0,1,1
561,2000,Metropolitana,0,0,0,0,0,0,0,1,0,1,0,1,1,0
562,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,0,1
563,2000,Metropolitana,0,0,1,0,1,1,0,1,0,0,1,1,0,0
564,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0
565,2000,Metropolitana,1,0,0,1,0,2,0,1,0,0,1,1,0,0
566,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0
567,2000,Metropolitana,0,0,1,2,1,1,0,2,0,0,1,1,0,0
568,2000,Metropolitana,1,0,0,0,0,0,0,0,3,1,0,0,0,0
569,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,1,1
570,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0
571,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0
572,2000,Metropolitana,0,2,0,0,0,0,0,0,1,1,0,0,0,0
573,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0
574,2000,Metropolitana,2,0,0,0,0,0,0,1,2,1,0,0,1,0
575,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,0,1,1
576,2000,Metropolitana,0,0,1,0,1,0,2,0,0,0,1,1,0,0
577,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,2000,Metropolitana,1,1,0,0,0,0,0,0,0,2,0,0,1,2
579,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0
580,2000,Metropolitana,0,0,0,0,0,0,1,0,0,1,0,0,1,1
581,2000,Metropolitana,0,0,0,0,0,0,0,1,0,1,0,0,0,0
582,2000,Metropolitana,0,1,1,0,0,0,0,0,1,1,0,0,0,0
583,2000,Metropolitana,0,1,1,0,0,0,0,0,1,1,0,0,0,0
584,2000,Metropolitana,0,1,2,0,0,0,0,0,0,1,1,0,0,0
585,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0
586,2000,Metropolitana,0,0,1,0,0,0,1,1,0,1,1,1,0,0
587,2000,Metropolitana,0,0,0,0,1,0,0,0,0,0,1,1,0,0
588,2000,Metropolitana,1,1,0,1,0,0,0,0,1,1,0,0,0,0
589,2000,Metropolitana,0,0,1,0,0,0,0,0,0,0,0,1,0,0
590,2000,Metropolitana,0,0,0,0,1,0,1,0,2,0,0,0,0,0
591,2000,Metropolitana,0,2,1,0,0,0,0,0,0,1,1,0,0,0
592,2000,Metropolitana,0,0,0,2,0,0,0,0,0,1,0,0,0,0
593,2000,Metropolitana,0,1,0,0,0,0,0,0,1,1,0,0,0,0
594,2000,Metropolitana,0,0,0,0,1,0,1,0,0,0,0,1,1,1
595,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,0,1
596,2000,Metropolitana,0,0,0,1,0,0,0,0,0,1,0,0,0,1
597,2000,Metropolitana,0,0,0,0,1,0,1,0,1,2,0,0,1,1
598,2000,Metropolitana,0,0,0,0,2,0,0,0,0,0,1,1,0,0
599,2000,Metropolitana,0,0,1,1,1,0,1,0,0,1,1,0,0,0
600,2000,Metropolitana,0,1,2,1,0,1,2,0,1,0,1,1,0,0
601,2000,Metropolitana,0,0,1,1,1,1,1,0,0,0,1,1,0,0
602,2000,Metropolitana,0,1,1,0,0,0,0,0,1,2,1,1,0,0
603,2000,Metropolitana,0,0,0,0,0,0,1,0,0,0,0,2,0,1
604,2000,Metropolitana,0,0,0,0,0,0,0,0,2,2,1,1,0,0
605,2000,Metropolitana,0,0,0,1,0,0,1,1,1,0,1,1,0,0
606,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,0,0,1,1
607,2000,Metropolitana,0,0,0,0,1,0,0,0,0,1,0,2,1,1
608,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0
609,2000,Metropolitana,0,1,1,0,0,0,0,0,1,0,0,1,0,0
610,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0
611,2000,Metropolitana,0,0,0,0,0,0,1,1,1,0,0,0,1,1
612,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,1,0,0
613,2000,Metropolitana,0,0,0,0,1,0,1,0,1,1,1,2,0,0
614,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,1
615,2000,Metropolitana,0,1,0,0,1,0,1,0,1,1,1,2,0,0
616,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,0
617,2000,Metropolitana,0,0,0,0,0,0,0,0,1,0,0,0,1,1
618,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,1,1,1
619,2000,Metropolitana,1,0,0,0,0,0,0,1,0,1,0,1,0,0
620,2000,Metropolitana,1,0,0,0,0,0,1,1,0,0,1,1,0,0
621,2000,Metropolitana,1,1,0,0,0,0,0,0,0,0,1,1,0,0
622,2000,Metropolitana,0,0,0,0,0,0,1,2,0,0,0,0,0,1
623,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
624,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,1,1
625,2000,Metropolitana,0,0,1,0,0,0,0,0,0,1,1,0,0,0
626,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0
627,2000,Metropolitana,0,1,1,0,0,0,1,0,0,0,1,1,0,0
628,2000,Metropolitana,1,0,1,0,0,0,0,0,1,1,0,0,0,0
629,2000,Metropolitana,0,1,0,0,2,0,1,0,0,0,1,1,0,0
630,2000,Metropolitana,0,0,0,0,1,0,0,1,0,0,1,1,0,0
631,2000,Metropolitana,0,2,0,0,0,0,0,0,1,1,0,0,0,0
632,2000,Metropolitana,1,1,0,1,0,0,0,0,0,1,1,0,0,1
633,2000,Metropolitana,1,0,1,0,1,0,0,0,0,1,1,0,0,0
634,2000,Metropolitana,0,1,1,0,0,0,0,0,0,1,0,0,0,0
635,2000,Metropolitana,1,1,0,0,0,0,0,0,1,1,3,0,0,0
636,2000,Metropolitana,1,0,0,0,0,0,0,0,1,1,0,0,0,0
637,2000,Metropolitana,1,1,0,0,0,0,0,0,0,1,0,0,0,0
638,2000,Metropolitana,0,0,0,0,1,0,0,1,1,0,0,0,0,1
639,2000,Metropolitana,1,0,0,0,1,0,0,0,1,0,0,1,1,0
640,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
641,2000,Metropolitana,0,0,0,0,0,0,1,0,1,0,0,0,0,1
642,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
643,2000,Metropolitana,0,0,1,0,0,0,1,1,0,0,1,1,0,0
644,2000,Metropolitana,0,0,0,1,0,0,1,0,0,1,0,1,1,0
645,2000,Metropolitana,0,0,0,0,0,0,0,1,0,1,0,0,1,1
646,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2
647,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0
648,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0
649,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
650,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,0,1,1,1
651,2000,Metropolitana,0,0,0,0,0,0,0,0,1,1,0,0,0,0
652,2000,Metropolitana,0,0,0,0,0,2,0,0,0,0,0,1,0,0
653,2000,Metropolitana,1,0,1,0,1,0,0,0,2,1,0,0,0,0
654,2000,Metropolitana,0,2,0,0,0,0,0,0,1,1,0,0,0,0
655,2000,Metropolitana,1,0,2,0,0,0,0,0,1,1,0,0,0,0
656,2000,Metropolitana,1,2,0,0,0,0,0,0,2,1,1,0,0,0
657,2000,Metropolitana,0,0,0,0,0,0,1,0,0,0,0,0,1,1
658,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,1,0,1
659,2000,Metropolitana,0,1,0,1,0,0,0,0,0,1,1,0,0,0
660,2000,Metropolitana,1,1,1,0,1,1,0,0,0,1,1,0,0,0
661,2000,Metropolitana,0,1,1,0,0,0,0,0,0,1,0,0,0,0
662,2000,Metropolitana,0,1,0,0,0,1,1,0,0,0,1,1,0,0
663,2000,Metropolitana,0,0,0,2,0,1,0,0,1,0,1,1,0,1
664,2000,Metropolitana,0,0,0,0,0,1,1,1,1,0,0,1,0,0
665,2000,Metropolitana,0,2,0,0,0,0,0,0,1,1,0,0,0,0
666,2000,Metropolitana,1,0,0,1,0,0,0,0,1,1,0,0,0,0
667,2000,Metropolitana,0,0,0,1,1,0,0,1,0,0,1,1,0,0
668,2000,Metropolitana,0,2,0,0,0,0,0,0,0,0,1,1,0,0
669,2000,Metropolitana,0,0,0,0,0,0,0,0,0,2,0,1,1,0
670,2000,Metropolitana,0,0,2,0,1,0,0,1,0,0,1,1,0,0
671,2000,Metropolitana,0,1,0,1,0,0,0,0,1,1,0,0,0,0
672,2000,Metropolitana,0,0,0,1,0,2,1,0,0,0,1,1,0,0
673,2000,Metropolitana,0,0,0,0,0,1,0,0,0,0,1,1,0,0
674,2000,Metropolitana,0,0,0,0,0,0,1,1,0,0,1,1,0,0
675,2000,Metropolitana,0,0,0,0,0,0,0,0,2,0,0,0,0,1
676,2000,Metropolitana,0,0,0,0,0,0,0,0,0,1,1,0,0,0
677,2000,Metropolitana,0,0,1,0,0,1,0,0,0,0,1,1,0,0
678,2000,Metropolitana,0,0,1,0,0,1,1,1,0,0,1,1,0,1
679,2000,Metropolitana,0,0,0,0,1,0,0,0,0,0,0,1,0,0
680,2000,Metropolitana,0,1,0,0,0,0,0,1,0,0,1,1,0,0
681,2000,Metropolitana,0,1,1,0,0,1,0,0,0,0,1,1,0,0
682,2000,Metropolitana,0,0,1,0,0,1,0,0,0,1,1,0,0,0
683,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,1,1
684,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,1,1
685,2000,Metropolitana,0,0,0,0,0,0,0,1,0,0,1,0,0,1
686,2000,Metropolitana,2,2,1,0,0,0,0,0,2,2,0,0,1,0
687,2000,Metropolitana,0,0,0,0,0,0,0,0,1,2,0,1,1,1
688,2000,Metropolitana,0,1,1,0,0,0,0,0,1,1,0,0,0,0
689,2000,Metropolitana,0,0,1,0,1,1,0,0,0,0,0,1,0,0
690,2000,Metropolitana,2,0,0,0,0,0,0,0,1,1,0,0,0,0
691,2000,Metropolitana,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692,2000,Metropolitana,1,0,0,2,0,2,0,0,0,1,1,0,1,1
693,2000,Metropolitana,2,0,0,0,0,1,0,0,1,1,0,1,0,1
694,2000,Metropolitana,0,0,1,0,0,0,0,1,0,2,0,1,1,0
